Title,Content
The 50/30/20 Rule vs. the Zero-Based Budget,"The 50/30/20 rule boxes you in. But budgets aren’t one-size-fits-all. Your budget should reflectyourreality. It should reflect where you are right nowandwhere you want to be with your money—not force your expenses into some blanket percentage category. What you really need is a zero-based budget. What’s that? Azero-based budgetis when your income minus your expenses equals zero. You give every dollar a job and make every part of your paycheck work for you and your goals! When you budget, start with giving, next saving, and then needs (what I call theFour Walls—food, utilities, shelter and transportation—and then other essentials). After that, you prioritize everything else in the budget based onyourincome,yoursituation andyourBaby Step. The zero-based budget method is better than the 50/30/20 rule because it lets you customize your budget to your specific expenses and money goals.It also helps you make progress faster and intentionally get your spending under control. Plus, a zero-based budget is way more flexible! As things change in your life, so does your budget."
Create a Budget That Works forYou,"Now that you know a zero-based budget is the way to go, let me tell you about my favorite zero-based budgeting app—EveryDollar. EveryDollar is what I use to budget every single month. It makes it super easy to tell your money where to go, customize your budget categories, and track your monthly expenses (needs, wants, savings and all). Plus, it’s free! Stop trying to cram your life and your goals into percentages that don’t make sense. Go all in with the zero-based method and create a budget that’s gets you closer to your money goals. Download EveryDollar for free today!"
We Hear You!,We’re considering adding the ability to save articles to your Ramsey account. 
1. Get on a budget.,"It all begins with a budget—a plan for your money. Budgeting can get a bad rap because people think it takes away your freedom. But budgeting is seriously so empowering. And that’s because when you budget,youare telling your money where to go so you can stop wondering where it went. If you haven’t been doing this in the past,make a budget. Pronto. It’s the first step to taking control and being intentional with your money."
2. Budget for inflation.,"When people budget, they say they feel like they got a raise. And with inflation, that “raise” is something we could all use, right? Also, budgeting is how you create margin with your money. Because when you plan out where your money’s going, you’ll easily see the spots to cut or trim back. And if you decide you need to get aside hustleto help balance the rising costs, budgeting is how you’ll make sure that extra income gets used for what you need—instead of accidentally getting spent on checkout-line candy bars or one-click impulse buys. Yes, inflation is tough. But you (and your budget) are tougher! So,adjust that budget for inflation, and you can stand up to those rising costs."
3. Pay off your debt!,"While you’re at it—pay offallyour debt! Debt keeps you stuck in the past and robs you of so many opportunities, right now and in the future. Don’t know where to start? Usethe debt snowball methodto knock those payments out of your life. One. By. One. You’ll start with the smallest and work your way to the largest: building momentum and motivation with each stamp of “paid in full.” Listen: The freedom that comes from being debt-free is like nothing else. Is it weird? Yeah. Is it worth it? Heck yeah."
4. Pay attention to your online spending habits.,"Here’s another important thing to do differently with your money: Pay attention to your online spending habits. Because the ability to buy something quickly and have it at your door pronto is like having a genie in a bottle . . . who drains your bank account with every click of that “buy now” button. How can you keep yourself in check here? Try one (or all) of these: We aren’t against online shopping. Itcansave you time and money when you do it well! But it’s so easy tonotdo it well. So, pull out the budget, review your online spending habits, and make it as difficult as possible for you tooverspend online. P.S. We all know that reviewing and changing your budget is way easier with a budgeting app.Andwe happen to have one calledEveryDollar. And it’s free."
5. Make sure your emergency fund is fully funded.,"This one depends on whatBaby Stepyou’re on. What’s that? The 7 Baby Steps are the proven, guided path to save money, pay off debt, and build wealth. And getting your emergency fund set up is part of that path! If you’ve got debt, you need just $1,000 in savings as astarteremergency fund (Baby Step 1). Then attack that debt with the debt snowball method we mentioned earlier. (That’s Baby Step 2.)Thenbuild up a fully funded emergency fund (aka Baby Step 3). How much money should you save up? Three to six months of expenses. Why is an emergency fund important? This safety net in life gives you a ton of peace and comfort knowing you’ve got cash in the bank to pay for the emergencies that are bound to happen. So, if you’re ready to finish up Baby Step 3, get at it! And if you had to dip into your emergency fund last year, rebuild it!"
6. Don’t stop investing.,"Speaking of Baby Steps, saving for retirement is what comes after you’ve built up that fully funded emergency fund. If you’re there right now,don’t stop investing just because the market is down. Retirement investing is a long game. It’s a lot like a roller coaster—and you know what happens when people jump off a roller coaster in the middle of the ride? They. Get. Hurt. Ride the ups and the downs. Keep investing."
7. Don’t sit on the sidelines if you’re ready to buy a home.,"If you’re ready to buy a home, buy a home—don’t wait on rates or prices to drop. Buthow do you know if you’re ready?"
"8. If you’re married, get a joint checking account.","When you get married, the two become one. And that includes your finances! This means living with anoursattitude, not dividing income and bills and payments. All that division with your money can create division in your marriage. But when you work as a team—you’ll winfasterfinancially. Communicate. Combine dreams. Go toward the same main goals. Together! If you’ve been dragging your feet tocombine your checking accounts—this is the time to do it."
9. Have a biggerwhyfor your money.,"What’s yourwhyfor doing things differently with your money this year? If you haven’t thought of that yet, think it through now. Write it down. Do you want to budgetso thatyou can take control and have confidence with your money? Do you want to be debt-freeso thatthe weight of your monthly payments doesn’t keep you up at night anymore? One ultimate, big-picturewhyof managing your money well is to build wealthso thatyou can be outrageously generous. And it’s so important, we have a whole lesson on it inFinancial Peace University(our course on how to walk those Baby Steps: aka save for emergencies, pay off debt fast, spend wisely, and build lasting wealth). Right now,thatmoment might seem so far away it isn’t even imaginable. But take a second to imagine it! The bills might be stacked high right now. Inflation might have you feeling like a tightrope walker with 50-ton weights on your ankles. But you will survive. And you will thrive. Write down awhyfor now—and dream big about yourwhyfor the future as well."
10. Have hope for your money.,"Speaking of thriving, take heart. Have hope. If you’re discouraged right now, you aren’t alone. But you also aren’t stuck. It is so easy to get discouraged when you feel like your money isn’t getting you as far as it used to, or like you aren’t reaching your goals as quickly as you planned. Have hope. One characteristic we see all the time in the people who win with their money? Theybelievethey can. So hear this:You can! Work through these 10 things to do differently with your money, andyou canmake a true difference with your finances—and your future. Want More Money Tips—And Tons of Hope?Learn how to walk the Baby Steps, spend wisely, buy a home that’s a blessing (not a burden), and more in Financial Peace University (FPU). Plus, there’s a solid dose of hope in every lesson.Start FPU"
We Hear You!,We’re considering adding the ability to save articles to your Ramsey account. 
The Stats on the Student Loan Crisis,Here’s a snapshot to help you see the bigger picture of the student loan crisis:
The History of Student Loan Debt,"Believe it or not,student loanshaven’t been around forever. They began in 1957 mostly to encourage more students (especially those in the fields of science, math and foreign languages) to attend college—all so Americans could have a chance to beat the Russians during the “space race.” And this strategy worked, with college attendance rising significantly during the 60s.7 And can you guess what else shot up? That’s right, student loan debt. You might blame student loans on the huge rise in tuition costs (which are almost 20 times higher than 50 years ago), or the surge ininflationover time, or all the pressure from society to get a college degree.8But whatever the cause, there’s one thing we can all agree on: Student loans have reached crisis levels. And it doesn’t look like they’re going to slow down anytime soon."
Student Loan Debt Totals by Age,"It’s easy to think student loan debt is only a problem for young people and recent graduates, but that’s definitely not true. In fact, some people arestillpaying off their student loans when their own kids head off to college. If you find that hard to believe, here’s a breakdown of the current total student loan debt Americans carry, broken down by age range:"
The Financial Impact of Student Loans,"The truth is, student loans are meant to make college more accessible for people, but they actually create a lifetime of financial stress. Let’s crunch some numbers to see how. First, here’s a look at the typical student loan balance, interest rate and monthly payment: So, how long would someone strapped down by the average numbers be stuck in the mud? Well, if you plug them into ourStudent Loan Payoff Calculator, you’ll see that a borrower with $37,797 of debt at a 6.53% interest rate and a $500 monthly payment will be paying down that loan fornine years. But wait, there’s more . . . You won’tjustbe paying the student loan amount. At the end of those nine years, you’ll have paid anextra$11,000 in interest alone. Yep, that $37,797 loan will actually cost you close to $49,000 when it’s all said and done."
The Hidden Cost of Student Loan Debt,"Here’s what most people don’t realize before taking out student loans: Having a pile of debt makes it much harder to afford major life purchases. And since the average borrower takes 20 years to pay off student loans, that burden can last for quite a while.13 Just look at these results from a 2022 survey of over 5,000 adults with student loans. Many of them delay major life choices to pay off their student debt:"
Why Do People Rely on Student Loans?,"Many Americans have the mindset that a college degree is the only ticket to a well-paying job, happiness and overall success in life. So it’s no wonder that high school students are nervous, worrying they won’t get a decent job if they don’t have a degree. And it’s easy to believe the only way to afford their college degree is to take out a loan. But none of this is true. Plenty of people who never went to college have “made it” with hard work. Lots of opportunities are out there tomake good money without a college degree. Now,collegecanoffer you an amazing education, and some fields like law and medicine require a degree. But it may not beyouronly ticket to success. And keep in mind that a degree is a degree, no matter where it’s from—and it’s 100% possible to get a degree without loans by picking a more affordable school. If that means you go to a community college, good for you! Ten years from now, it won’t matter, and you’ll be ahead of the game without any debt."
How to Get Yourself Out of Student Loan Debt,If you’re in the middle of this student loan crisis—carrying debt and slowly digging your way out with monthly payments—there is hope! You don’t have to stay in this cycle forever. You can get out—and you don’t have to rely on things likedebt consolidationorstudent loan refinancing. Follow these tips to get started: I know the student loan crisis seems overwhelming to even think about. That $1.6 trillion total is serious business. But the looming national debt isn’t something you have to take down yourself. Just focus on how you can knock outyourdebt—and teach your kids to steer clear of student loans completely. Don’t let the country’s student debt crisis create a personal crisis for you. Make the choice to get out of debt and take the steps to move forward with your life. You can do this!
We Hear You!,We’re considering adding the ability to save articles to your Ramsey account. 
How to Track Expenses in 4 Steps,"Tracking your expenses isn’t hard, but you do have to make it a habit. And just like other important habits (for example, flossing), it takes repetition to go from trying to remember to do it to doing it regularly. Here are four steps to help you get into the habit of expense tracking:"
1. Create a Budget,"Before you can track your expenses, you need to create abudget. A budget is simply a plan for your money that you make every month. And listen, there are a lot of budgeting methods out there. But the best is azero-based budget, where you give every dollar that comes in during the month a job to do—whether that’s giving, saving or spending. If budgeting is new to you, you might be a bit confused. So, let’s talk real quick about how toset up your budget."
2. Track Any Money You Earn,"When your regular paychecks come into your bank account, enter that amount in the income part of your budget. If you make money through aside hustleor you sell some stuff you no longer need, log that income too. This step is super important if you have an irregular income. Remember, you planned low when you listed your income. So if your income turns out to be more than you planned, this is when you’ll adjust the number. You can add that money to your currentmoney goalsor cover some extras in the budget. Even if you’ve got a steady paycheck, you still need to track your income! For one thing, you can make sure nothing’s off with your paycheck. For another, you’re creating that habit of tracking."
3. Track Any Money You Spend,"Track every single transaction. All month long. When you fill up thegas tank, subtract that expense from your gas budget line. When you pay the rent, subtract that expense from your housing line. When you buy tickets to see your favorite boy band’s reunion tour, subtract that expense from entertainment (or maybe you’ve got a specific budget line just for concerts). If you spend it, track it. Whether the money’s coming out of your wallet, bank account, PayPal, cash envelope, coin purse or old-fashioned piggy bank . . . you get the picture. As you track your spending, make sure you’resubtractingtoo (even better if you’ve got a budgeting app that does the mathforyou). Then you can see how much you have left in your different budget categories for the month. This is a super important part of tracking—because it’s how you keep yourself from overspending!"
4. Set a Regular Rhythm for Tracking,"Track your expenses regularly. That might be weekly, daily—or before you leave the grocery store parking lot. Do whatever works for you and helps you keep up with all your expenses for the month. (If you know thosepaper receipts are just going to get lost in the bottom of your purse, don’t set yourself up to fail.) Also, if you’re married, make sure you’re both working from the same budget and tracking expenses. This is great foraccountabilityand communication. That way, neither one of you can say, “I didn’t know you spent most of the entertainment budget on zip-lining tickets. I wanted to sign us up for a couples hip-hop dance class.” The more you track expenses, the more aware you’ll be of your spending. No more surprise transactions derailing your budget—you’rethe one in control."
Expense-Tracking Methods,"Okay, so now you know the basic steps to track your expenses. But there are several expense-tracking methods you can use to do these steps. Here are four ways to track your expenses:"
Pencil and Paper,"Don’t dismiss old-school methods. Whether it’s filling out a budget template or freestyling it on a yellow legal pad, plenty of people love a good paper budget to track expenses. Pros Cons Conclusion Hey, tracking expenses with pencil and paper is way better than not tracking expenses at all. If it’s the only way you want to go, then go for it! "
The Envelope System,"The envelope systemfocuses on paying cash for as many things in the budget as you can. You can autodraft expenses like retirement contributions, mortgage payments and some utility bills, and you might send checks or make a debit card payment online for other bills. But you’ll use physical cash for all the expenses you pay for in person. For this method, you start by labeling some envelopes with the budget lines you want to pay for in cash—like groceries, entertainment and restaurants. (You can also use aspecial divided wallet.) Then, fill each envelope with the amount of money you budgeted for that particular line. Pros Cons Conclusion Physically watching the money leave the envelope inspires a whole new level of responsibility. Even if you go with a different method to track expenses,doing the envelope system with at leastsomeof your budget lines is a great way to manage your money."
Computer Spreadsheets,"Okay, let’s talk software, specificallycomputer spreadsheets, as another way to track expenses. Pros Cons Conclusion If spreadsheets are the only way you (or your spouse) want to budget and handle expense tracking, that’s cool. But know there are more convenient tracking methods out there."
Expense-Tracker Apps (aka Budgeting Apps),"We love a goodbudgeting app. Seriously. Most of us always have our phones on us—which means we can always have our budgets on us! Brilliant. Pros Cons Conclusion A budgeting app is the best way to track expenses because it makes it way easier to create a budget, regularly track your expenses, and stay on the same page with your spouse if you’re married. Win, win andwin!"
Get an Expense Tracker That Works forYou,"Ready to start tracking your expenses like a pro? Then you need a budgeting method that keeps you accountable—while also being simple enough to stick with. And that’s theEveryDollar budgeting app! Not only does EveryDollar help you set up your monthly budget, but it also makes it super easy to track your expenses (every single one). Because that’s how you’ll know where your money is really going. That’s how you’ll start setting up realistic budgets and hitting your money goals. And if you upgrade to the premium version of EveryDollar, tracking is even more of a breeze. You can connect your budget to your bank so transactions automatically stream in. All you have to do is drag and drop them to the right budget line. Boom. Tracked. Tracking expenses is the key to budgeting well.Download the EveryDollar app for freeand start taking control of your money today!"
We Hear You!,We’re considering adding the ability to save articles to your Ramsey account. 
Understanding Medicare,"Medicare is the federalgovernment’s health insurance programfor people age 65 and older, as well as those with certain disabilities. Depending on how long you’ve been working, you’ve likely already covered at least some of the costs of Medicare over your career, since it’s funded through payroll taxes. During those working years, health insurance coverage through your employee benefit was probably the most affordable route. But once you retire and the company’s no longer chipping in, coverage will get expensive. (You self-employed folks have already been paying the entire Medicare tax instead of having half of it covered by an employer—and that can make Medicare seem expensive! Financial aid is available, and we’ll talk more about that below.) Medicare can be a big help—as long as you choosethe right kind of coverage. As a government program, Medicare has worked out discounted costs with any provider that accepts Medicare patients. That means the Medicare-approved price for services will be lower than you’d see with regular, private health insurance. You canenroll in Medicarewhen you turn 65 during your Initial Enrollment Period. In fact, you’re required to enroll as soon as you’re eligible, or you’ll have to pay a penalty. But if you miss your IEP, you can sign up any year after that during a General Enrollment Period from January 1 to March 31 (or during a Special Enrollment Period, if you qualify). There’s also something known as the Medicare Open Enrollment Period, but—this part’s a little confusing—it’sonlyfor making changes to an existing plan, not for signing up for the first time. Those are your Medicare basics. Now, how much does all this stuff cost? "
How Much Does Medicare Cost?,"Your annual cost for Medicare depends on three main factors: We’ve summarized what your premiums, deductibles and coinsurance will look like for each part of Medicare in the table below. Later, we’ll break down these basic costs. Source:Medicare.govunless otherwise noted. Let’s imagine a typical year of costs. Say you have Original Medicare (aka Parts A and B). You’ll pay nothing in premiums for Part A and a total of $2,096 in premiums for Part B (your monthly premium times 12). Assuming that you never need any hospital or medical care during the year, you’ll spend a little over $2,000 for Medicare. But now let’s say you need one hospital stay during the year. Your deductible for that stay will be $1,632 if it lasts less than 60 days. You’ll also be paying a $240 annual deductible for any use you make of Part B services (medical insurance). Your services for Parts A and B might or might not meet those deductible limits, but if they do, you’re looking at a total of $1,872 in annual deductibles for that benefit period. All told, your annual total (with premiums) would land at $3,968. That total can vary even more if you But the numbers above give you a rough outline of typical annual costs. Here’s something to keep in mind with Part A: Youcanhave more than one benefit period in a year (which we’ll describe more below), which means you’d be subject to another deductible for each new benefit period in which you need hospital services. Also, should a hospital stay exceed 60 days, you’d be responsible for additional daily coinsurance to cover that. And the additional coinsurance for skilled nursing care kicks in after just 20 days. On the other hand, if you have a Medigap plan, it will usually cover all deductibles, copays or coinsurance for any services you receive under Parts A and B. Of course, the premiums on Medigap will vary by plan, so you’ll need to compare those annual premiums to the numbers in the Original Medicare examples we walked through above to find out which kind of Medicare is better for you. "
Basic Costs Associated With Medicare,Next let’s break down the main costs for each part of Medicare.
Medicare Part A,"Part A is your hospital coverage. Premiums:Most people don’t pay a premium if they or their spouse paid Medicare taxes for at least 10 years. But if that’s not you, your premium will range from about $274 to $507 per month in 2024. For the few folks who do pay a Part A premium, it’s rising a bit in 2025 to a maximum of $518 a month.3 Deductibles:The Part A deductible is $1,632 (and rising to $1,676 in 20254) per benefit period. What’s that? Let’s see. Benefit Periods:Medicare uses benefit periods to calculate coverage. Each benefit period begins on the date you’re admitted for skilled nursing facility care or an inpatient hospital stay. It ends when you haven’t received inpatient hospital or skilled nursing care for 60 days in a row—which means, in theory, a single benefit period could last for many months. But once you pass that window of time between services, a new event would start a new benefit period—and you’d need to meet your deductible again. Thankfully, it’s mathematically impossible to trigger more than six benefit periods in a single calendar year, so at most, your maximum Part A deductible cost would be around 10 grand. That explains why most people need some kind of supplemental coverage beyond Original Medicare. "
Medicare Part B,"This is your medical insurance. It covers things like doctor visits and outpatient services. Premiums:The standard monthly premium is $174.70 in 2024 (rising to $185 in 2025), but it can be higher for individuals with higher incomes due to something the government calls income-adjusted premiums. Depending on your income, increases could range from $70 to $441 per month. Deductibles:The Part B deductible is $240 per year in 2024, rising to $257 in 2025. You have to admit, that’s a lot more affordable than the Part A deductible. Coinsurance:Once you’ve met your deductible, you’ll usually be responsible for 20% of the Medicare-approved cost for services. "
Medicare Part C,"Sometimes known as Medicare Advantage, Part C bundles together Parts A and B, and in most cases Part D too (more on Part D below). Private insurance companies offer these packages to supplement Original Medicare. One of the main reasons people might choose Medicare Advantage is because it carries a defined annual limit on how much you’ll pay out of pocket. Here’s another thing to keep in mind about the cost of Part C—you canonlyuse providers within a defined network. If you need (or choose) to go outside that network (say, for a certain specialist), all costs are coming out of your pocket. Premiums:Perhaps surprisingly, there are sometimestwopremiums to pay here. Most participants pay an average of $18.50 per month for the overall package, and many people also have to pay the premium for Part B (a standard rate of $174.50 a month). But many Medicare Advantage plans have no Part C premium. And some plans will help pay all—or at least a portion—of the Part B premium as well. So a Medicare Advantage plan could cost between $0 and $200 a month in premiums. Deductibles:These vary a lot, depending on which insurance company you buy Part C from. You’ll want to read up on the plans as you shop. And along the way, consider using a well-informedMedicare advisor! Out-of-Pocket Maximum:Plans are allowed to set their own out-of-pocket maximums, but the legal maximum is $8,850 (going up to $9,350 in 2025).5Within a Medicare Advantage plan, that limit only applies to Parts A and B (which usually make up most of your costs anyway). It doesn’t apply to any costs you might be charged for under Part D during a coverage year.6And what might Part D cover? Let’s find out! "
Medicare Part D,"Part D (if you buy it) is your prescription drug coverage, once again coming to you from a private insurance company. And there’s some big and exciting news about how much those scripts will cost you. Due to a new law that goes into effect in 2025, the new annual out-of-pocket maximum for Part D drugs will be $2,000.7 Average Total Premium:It can vary a lot by plan and income level, but the monthly average is about $55. Similar to the premiums for Part B, premiums for Part D go up if you earn above certain income levels. This increase ranges from $12.90 to $81 per month. Deductibles:These depend on which plan you buy, and not all plans require a deductible. The maximum deductible amount is $545 per year.8 Copays:You can probably guess—this also varies by plan. But it’s pretty easy to find out your plan’s prescription costs. The Coverage Gap:This is also sometimes called the Part D “donut hole.” It refers to something that will soon become obsolete because of the legislation we mentioned earlier that limits the annual out-of-pocket maximum. But basically, once your drug costs go above a certain coverage limit for the year, you’ll have to start paying more for your prescriptions. Then, after you’ve reached another out-of-pocket limit, the plan will pick up your costs again. Thankfully, the new law is set to close the donut hole from now on—or at least until the law changes again! As a recap, each part of Medicare comes with its own yearly deductible. In 2024, the Part A deductible is $1,632, the one for Part B is $240, and Part D’s is no more than $545 per year.9,10Since Part C comes from private insurance companies, its deductible varies. That’s a lot of deducting! And even once youhityour deductible, you still have to pay coinsurance—which is the percentage of the cost you’re responsible for (usually 20%). All that adds up quick. Plus, there’s no out-of-pocket maximum for Original Medicare, if that’s all you have! It would be nice if there were a way to supplement your coverage and save, right? Well, there is! "
Medigap (Supplemental Insurance),"We’ve already talked about the government’s solution for managing the cost of Original Medicare, which they call Medicare Advantage, or Part C. Another option, available through private insurance companies, is calledMedigap (aka a Medicare supplement plan). Medigap plans are designed to help pay costs Medicare doesn’t cover—like coinsurance and deductibles. Monthly Premiums:Again, these are going to vary quite a bit. Some of the factors that come into play for pricing your specific Medigap premium include: "
Types of Medigap Plans and Coverage Portions,"Source: Medicare.gov11 The table gives you a pretty good sense of what’s covered in each Medigap plan and how much each plan covers of the benefit types. But not all plans are available to everyone, and some offer different benefits to different customers, depending on when they enroll. To zero in on the cost of a few plans, look at the following. Plan G:It’s the most popular Medigap plan that’s still available to anyone, likely because it has a pretty affordable average monthly premium of $164 and 100% coverage for most benefits. Plan K:This plan covers half the cost of most benefits, and the monthly premium range is $82-162. Plan L:Charging slightly higher premiums of $182-212, Plan L also ups the share of coverage for most benefits to 75%. At the risk of being repetitive: It’s smart to work with an experienced Medicare advisor who can walk you through the details of every available plan and point you to one that best fits your needs! "
Financial Assistance Programs,"Face it: Like any other form of health insurance, Medicare is expensive, regardless of your plan or parts. Thankfully, financial assistance programs can help."
Medicaid,"Medicaid is not insurance—instead it’s a joint federal and state health care assistance program for lower-income Americans.Medicaidhelps cover things like personal care, nursing home care and premium assistance. And it can be a big help in shouldering the cost of Medicare. Services and benefits vary by state, but in general your eligibility for Medicaid is determined by your income level and your assets. Medicaid costs are usually minimal or free. Those who qualify usually don’t have to pay any sort of premium because it’s not insurance. On the other hand, most states do require some form of out-of-pocket cost-sharing for certain services. For other services (like a trip to the emergency room), there’s never any copay. "
Extra Help for Prescription Drug Costs,You can get more help covering your Medicare prescription drug costs if you qualify under certain income and resource limits. Medicare has a program called Extra Help with Medicare Prescription Drug Plan Costs. You canapply online.
Medicare Savings Programs,"Medicare Savings Programs (MSPs) cover some or all of your premiums for Medicare Parts A and B, plus deductibles, copays and coinsurance for people who earn below certain income limits. These programsare designed to make sure every American has health insurance coverage. You don’t have to qualify for Medicaid to get help through an MSP. "
Planning for Medicare Costs,"If you’re eligible for Part A, it just makes sense to take the free coverage. You’ll have to make the call on whether the other parts are worth it for you based on your specific financial situation. Keep this in mind: As complex as Medicare is (not to mention the laws around it), you’d be smart to work with a knowledgeable advisor as you shop and enroll. "
Find Help as You Shop for Medicare,"As you can see, there are a whole lot of costs no matter which plans or parts of Medicare you wind up choosing to enroll in. And although we’ve laid it all out as simply as we can, it wouldn’t be surprising if you still had plenty of questions about eligibility, services and (especially) cost! There are folks who felt just like you, who went and did the research themselves, and who are here to help you navigate the ins and outs of Medicare with confidence. The good people atChapterare licensed advisors. They’ll walk you through your options and help you pick the right Medicare plan for your needs—not the one that will line an agent’s pockets the best. But they don’t stop there. After you’ve enrolled, they’ll help you use your benefits and get the most out of Medicare. "
We Hear You!,We’re considering adding the ability to save articles to your Ramsey account. 
How to Save Money on Housing in College,"You have to live somewhere, right? No argument there. But when you’re a college student, housing can mean anything from a small apartment that you share with roommates to a luxury dorm with a hot tub and a view of the city skyline. Let’s look at some ways to keep things budget-friendly."
Live at home if you can.,"You’re probably ready to get out of the house and bask in your new freedom, and living at home might be thelastthing you want to do. And obviously, this won’t be an option for everyone. But just think about not having to pay thousands of dollars per year on rent, utility bills or food. (Homemade foodis way better anyway, right?) All that extra money in your bank account will be totally worth it."
Compare the costs of living on versus off campus.,"Renting an apartment isn’t always going to be cheaper than living on campus, and living on campus isn’t always going to be cheaper than renting. You just have to look at all the options available at your school of choice and in the surrounding area to see what’s most affordable. Pro tip: Don’t forget to factor in utilities and transportation costs."
Find a roommate.,"If you do rent an apartment, having aroommate(or two or three) will cut your expenses way down. Make sure your landlord has approved each individual roommate and that they all sign the lease so you won’t be left hanging financially if one of them has to move out."
Ask yourself how much space youreallyneed.,"You might want a huge kitchen or your own bathroom, but let’s be honest: Do you reallyneedall that extra room while you’re trying to save money? You might be able to get by in a smaller space for right now, and then once you have a fully fundedemergency fundand are financially stable, upgrade to something bigger!"
Get creative with your bills.,"Unplug your electronics when you’re not using them to save energy, use cold water when you can, turn off the air conditioning or heat when the weather’s good, check for dripping faucets or lights left on before you leave the house, and hand-wash some dishes (it won’t kill you)."
How to Save Money on Food,Food––another one of those things you can’t live without. But youcanlive without daily avocado toast. Here are some ways to spend less on food.
Split food costs with roommates.,You and your roommate(s) can save a ton if you go in ongroceries––especially if you buy in bulk. You may even find that grocery shopping or cooking together is a fun way to hang out.
Be strategic about eating out.,"It’s okay to go out with your friends every once in a while, but when you’re constantly getting waffles at 2 a.m. on impulse, it really starts to add up. (And your body starts to hate you.) Budget the amount of money you can spend on eating out every month, and once you spend that money, you’ll have to say no until next month."
Be smart about your meal plan.,"Meal plan costs can vary depending on your school––cheaper ones can be about $1,000 per semester, but some can be three times that (or more)! Some colleges might make you get a meal plan for your freshman year, so if you have to get one, make sure you actually use it. But if youdon’thave to get one,meal preppingand making food from scratch are your new best friends."
Use coupons.,"You probably don’t want to use a coupon on afirst date, but there’s no shame in using them tosave on groceries. Even if they only save you a dollar here and there, it’s still worth it—those savings can add up quickly."
How to Save Money on Tuition and Supplies,"This is definitely the most expensive category, but that just means there’s even more room for savings!"
Buy used books.,"It’s crazy how much you can save just by getting your textbooks from eBay or a used bookstore instead of the campus bookstore. You probably won’t findallyour required reading at those cheaper places, but even if you do have to use the campus bookstore, they’ll usually give you the option to rent instead of buy. Definitely go with renting—you won’t need to go back and read your physics textbook once the semester is over."
Take classes at community college first.,"You can save a lot on tuition by getting all of your general education requirements out of the way at a community college before heading to your school of choice, because the price difference is insane. Seriously––a year of tuition at a private school is, on average, more thannine timesthe cost of a year of tuition at a community college!1Just make sure your credits will transfer to the college of your choice."
Go to an in-state school.,"The average tuition at a public, in-state school is $9,750 per year, and the average tuition at a public, out-of-state school is $28,386 per year.2That’s a yearly difference of more than $18,000! If it’s an out-of-stateprivatecollege, the tuition skyrockets even more."
Apply for scholarships.,"It’s kind of a no-brainer: If youfind scholarships, you won’t have to worry about tuition costs. Some scholarships even cover your books, food and housing."
Take advantage of tax credits.,"Two popular tax credits can help you or your parents (if they claim you as a dependent) save some dough when tax season rolls around: theAmerican opportunity tax credit (AOTC)and thelifetime learning credit (LLC). You can only claim one of these credits per student per tax year, and you have to meet the eligibility requirements to qualify for them. But if you do, claiming the AOTC or the LLC can help you recoup some of the money you spend on higher education expenses, like tuition and textbooks."
How to Save Money on Transportation,"Not everyone remembers to factor this into theircollege budget, especially if they know they’re going to be living on campus and walking a lot. But the truth is, you’ll need to get to places off campus at some point, so it’s smart to think about this stuff ahead of time."
Ride a bike.,"Nobody likes spending money on gas. With bikes, you don’t have to."
Carpool.,"Did we mention that nobody likes spending money on gas? We’re not saying you shouldonlymake friends in college so you can split the cost of fuel, but it’s absolutely one of the perks of friendship."
Use public transportation.,"This could be anything from the bus system to subways to rideshare services. According to the American Public Transportation Association, riders can save more than $13,000 a year by using public transportation instead of driving.3Depending on how often you use public transportation, you might want to buy passes instead of individual tickets––it costs more up front, but it will help you save in the long run."
How to Save Money on Entertainment,"You’ll definitely need to kick back between classes and tests, so here’s how to do it without breaking the bank."
Cancel the cable.,"Let’s be real—cable TV is pretty much a waste of time and money. There are plenty ofcheaper optionsthat let you pick what you want to watch on demand so you’re not flipping through the channels for hours and paying for junk you don’t watch. Hulu, Netflix, Google TV, Amazon Prime Video, Apple TV and Sling TV are all good, but a word to the wise: You really just needonestreaming serviceat a time."
"If you have a gym membership, cancel it.","Staying fit is great, but if you really need to save, cutting your gym membership could save you a ton of money. Plus, your school will probably have a student gym that’s included in the price of tuition and fees. And there are plenty of ways to get exercise without going to the gym—like running, intramural sports or throwing a frisbee around."
Go to the library.,"Yeah, remember those? If you’re bored because you canceled your cable and gym membership and you can’t buy anything, there’s always the option of reading all the books and watching all the movies in the library for free."
Build strong friendships.,"Building good relationships in college has way more to do with the amount of time you invest than the amount of money you spend. Even if it’s just getting a group together for a game night, going thrift shopping, or sitting around and talking, the time you spend with yourfriendsis something you’ll remember way past graduation—a whole lot more than napping and playing video games."
Sell your stuff.,"If you need cash, eBay is your new best friend. Or Facebook Marketplace, or posting pics of your stuff on Instagram—whatever gets the things you don’t need out of your house and the money into your pocket."
Have a part-time job or side hustle.,"Don’t underestimate the effect that a few babysitting or dog-walking jobs per week can have on your savings. For a steadier income, a part-time job (no more than 15–20 hours per week) is a great idea too. Just don’t worksomuch that your grades suffer."
Find all the student discounts and coupons you can.,"We’re talking all the restaurants, museums and movie theaters in your area that give discounts to college students. Wherever you go, don’t be afraid to flash that student ID and ask if there are any deals available."
The Bottom Line,"At the end of the day, you just want to be intentional with your money as a student. If you stay disciplined and keep these money-saving tips in mind, you’ll be in good shape. You’ve got this!"
